item_id,title,description,category,user_id,rating,review_text,views,purchases
ITEM_0045,Pro Lip Balm Max,Discover the Pro Lip Balm Max — a premium beauty product featuring cutting-edge technology and sleek design.,Beauty,user_001,2.2,Does not work as advertised. Very frustrating.,194,42
ITEM_0045,Pro Lip Balm Max,Discover the Pro Lip Balm Max — a premium beauty product featuring cutting-edge technology and sleek design.,Beauty,user_057,4.1,Top notch quality. You won't be disappointed.,164,38
ITEM_0045,Pro Lip Balm Max,Discover the Pro Lip Balm Max — a premium beauty product featuring cutting-edge technology and sleek design.,Beauty,user_089,4.2,My whole family loves it. Very well made and durable.,203,40
ITEM_0045,Pro Lip Balm Max,Discover the Pro Lip Balm Max — a premium beauty product featuring cutting-edge technology and sleek design.,Beauty,user_038,3.9,Get what you pay for. Acceptable quality.,400,62
ITEM_0045,Pro Lip Balm Max,Discover the Pro Lip Balm Max — a premium beauty product featuring cutting-edge technology and sleek design.,Beauty,user_042,4.4,Perfect gift idea. The recipient was thrilled!,477,144
ITEM_0045,Pro Lip Balm Max,Discover the Pro Lip Balm Max — a premium beauty product featuring cutting-edge technology and sleek design.,Beauty,user_026,3.5,Decent quality for the price range. Not bad.,281,3
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_087,4.2,Outstanding value for the price. Would buy again.,337,19
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_092,4.1,Perfect gift idea. The recipient was thrilled!,306,61
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_075,4.9,Can't believe how good this is for the price. Amazing deal!,445,107
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_070,4.7,My whole family loves it. Very well made and durable.,415,137
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_077,2.7,Average product. Meets basic expectations.,127,42
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_086,4.0,Top notch quality. You won't be disappointed.,330,86
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_083,5.0,My whole family loves it. Very well made and durable.,220,13
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_002,4.5,Five stars! This is exactly what I was looking for.,265,71
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_075,3.1,"Works as described. No complaints, no surprises.",200,59
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_099,3.0,Decent quality for the price range. Not bad.,12,3
ITEM_0046,Compact Phone Holder Max,High-quality automotive product. The Compact Phone Holder Max offers excellent performance and reliability for everyday use.,Automotive,user_014,4.1,Great quality and super fast delivery. Highly recommend!,481,36
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_062,4.4,Great quality and super fast delivery. Highly recommend!,356,57
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_041,4.8,Absolutely love this product! Best purchase I've made this year.,58,0
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_044,3.8,Decent quality for the price range. Not bad.,379,31
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_067,4.3,Exceeded my expectations. Works perfectly and looks amazing.,218,59
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_030,2.8,Decent quality for the price range. Not bad.,336,55
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_051,4.9,Top notch quality. You won't be disappointed.,230,75
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_055,4.2,Five stars! This is exactly what I was looking for.,385,16
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_074,4.2,Can't believe how good this is for the price. Amazing deal!,166,12
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_059,4.5,Sleek design and works flawlessly. Very impressed.,327,40
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_077,4.6,Perfect gift idea. The recipient was thrilled!,178,22
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_059,3.8,"It's fine. Standard product, standard experience.",302,10
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_087,4.2,Great quality and super fast delivery. Highly recommend!,59,5
ITEM_0047,Essential RC Car SE,The Essential RC Car SE is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_048,3.1,Functional but could use some improvements.,70,18
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_022,4.2,Exceeded my expectations. Works perfectly and looks amazing.,431,115
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_080,5.0,My whole family loves it. Very well made and durable.,248,17
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_025,1.6,Horrible quality control. Mine had defects.,251,53
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_091,1.2,Horrible quality control. Mine had defects.,289,3
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_098,4.3,Absolutely love this product! Best purchase I've made this year.,275,36
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_022,3.3,Get what you pay for. Acceptable quality.,57,18
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_015,4.8,Can't believe how good this is for the price. Amazing deal!,187,34
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_097,4.5,Sleek design and works flawlessly. Very impressed.,217,13
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_095,1.4,Terrible experience. Customer service was unhelpful.,16,3
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_034,4.4,Great quality and super fast delivery. Highly recommend!,60,7
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_027,2.2,Does not work as advertised. Very frustrating.,312,80
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_055,4.8,Exceeded my expectations. Works perfectly and looks amazing.,416,52
ITEM_0048,Solar Lip Balm SE,The Solar Lip Balm SE is a top-rated beauty item designed for modern users who value quality and convenience.,Beauty,user_008,3.3,"It's fine. Standard product, standard experience.",86,10
ITEM_0049,Essential Racket Max,High-quality sports product. The Essential Racket Max offers excellent performance and reliability for everyday use.,Sports,user_097,3.9,It's okay. Does the job but nothing special.,443,32
ITEM_0049,Essential Racket Max,High-quality sports product. The Essential Racket Max offers excellent performance and reliability for everyday use.,Sports,user_090,1.2,Terrible experience. Customer service was unhelpful.,164,53
ITEM_0049,Essential Racket Max,High-quality sports product. The Essential Racket Max offers excellent performance and reliability for everyday use.,Sports,user_032,3.2,Functional but could use some improvements.,295,80
ITEM_0049,Essential Racket Max,High-quality sports product. The Essential Racket Max offers excellent performance and reliability for everyday use.,Sports,user_035,3.1,Functional but could use some improvements.,324,101
ITEM_0049,Essential Racket Max,High-quality sports product. The Essential Racket Max offers excellent performance and reliability for everyday use.,Sports,user_099,4.7,Can't believe how good this is for the price. Amazing deal!,355,112
ITEM_0049,Essential Racket Max,High-quality sports product. The Essential Racket Max offers excellent performance and reliability for everyday use.,Sports,user_048,4.3,Sleek design and works flawlessly. Very impressed.,1,0
ITEM_0049,Essential Racket Max,High-quality sports product. The Essential Racket Max offers excellent performance and reliability for everyday use.,Sports,user_094,2.2,Does not work as advertised. Very frustrating.,407,101
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_037,4.1,Top notch quality. You won't be disappointed.,436,124
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_044,1.1,Very disappointed. Broke after a week of use.,320,100
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_059,4.4,Exceeded my expectations. Works perfectly and looks amazing.,0,0
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_055,4.9,Exceeded my expectations. Works perfectly and looks amazing.,154,10
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_036,4.3,My whole family loves it. Very well made and durable.,190,21
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_007,4.7,Outstanding value for the price. Would buy again.,386,59
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_055,2.5,Average product. Meets basic expectations.,244,9
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_017,2.5,Get what you pay for. Acceptable quality.,356,43
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_016,2.0,Returned immediately. Complete ripoff.,244,9
ITEM_0050,Solar Mug SE,Discover the Solar Mug SE — a premium home & kitchen product featuring cutting-edge technology and sleek design.,Home & Kitchen,user_030,4.1,Great quality and super fast delivery. Highly recommend!,188,56
ITEM_0051,Eco Jersey Plus,The Eco Jersey Plus is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_068,3.1,Decent quality for the price range. Not bad.,369,27
ITEM_0051,Eco Jersey Plus,The Eco Jersey Plus is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_081,3.4,Functional but could use some improvements.,226,27
ITEM_0051,Eco Jersey Plus,The Eco Jersey Plus is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_012,2.1,Waste of money. Would not recommend to anyone.,301,93
ITEM_0051,Eco Jersey Plus,The Eco Jersey Plus is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_050,4.3,Perfect gift idea. The recipient was thrilled!,71,7
ITEM_0051,Eco Jersey Plus,The Eco Jersey Plus is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_036,3.3,"Works as described. No complaints, no surprises.",307,92
ITEM_0051,Eco Jersey Plus,The Eco Jersey Plus is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_078,4.8,Absolutely love this product! Best purchase I've made this year.,337,112
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_038,3.2,"Works as described. No complaints, no surprises.",57,7
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_064,3.2,Average product. Meets basic expectations.,500,3
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_047,1.5,Waste of money. Would not recommend to anyone.,429,107
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_047,3.6,Decent quality for the price range. Not bad.,488,18
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_003,2.9,It's okay. Does the job but nothing special.,20,0
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_051,3.1,Functional but could use some improvements.,205,10
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_082,2.9,Decent quality for the price range. Not bad.,158,5
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_066,1.8,Waste of money. Would not recommend to anyone.,200,8
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_040,2.6,"Works as described. No complaints, no surprises.",44,14
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_056,4.6,Top notch quality. You won't be disappointed.,158,42
ITEM_0052,Compact Goggles 360,The Compact Goggles 360 is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_095,2.7,Decent quality for the price range. Not bad.,362,17
ITEM_0053,Pro Hub One,Discover the Pro Hub One — a premium electronics product featuring cutting-edge technology and sleek design.,Electronics,user_048,4.7,Outstanding value for the price. Would buy again.,60,0
ITEM_0053,Pro Hub One,Discover the Pro Hub One — a premium electronics product featuring cutting-edge technology and sleek design.,Electronics,user_043,1.7,Cheaply made and arrived damaged. Want a refund.,134,36
ITEM_0053,Pro Hub One,Discover the Pro Hub One — a premium electronics product featuring cutting-edge technology and sleek design.,Electronics,user_081,4.5,Sleek design and works flawlessly. Very impressed.,28,7
ITEM_0053,Pro Hub One,Discover the Pro Hub One — a premium electronics product featuring cutting-edge technology and sleek design.,Electronics,user_073,4.3,Exceeded my expectations. Works perfectly and looks amazing.,52,3
ITEM_0053,Pro Hub One,Discover the Pro Hub One — a premium electronics product featuring cutting-edge technology and sleek design.,Electronics,user_030,2.6,It's okay. Does the job but nothing special.,441,3
ITEM_0053,Pro Hub One,Discover the Pro Hub One — a premium electronics product featuring cutting-edge technology and sleek design.,Electronics,user_032,4.4,My whole family loves it. Very well made and durable.,76,5
ITEM_0053,Pro Hub One,Discover the Pro Hub One — a premium electronics product featuring cutting-edge technology and sleek design.,Electronics,user_005,2.8,Functional but could use some improvements.,127,26
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_087,1.3,Waste of money. Would not recommend to anyone.,264,5
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_052,4.9,Sleek design and works flawlessly. Very impressed.,396,79
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_042,4.0,Sleek design and works flawlessly. Very impressed.,102,18
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_073,3.1,"Works as described. No complaints, no surprises.",302,63
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_099,2.7,"Works as described. No complaints, no surprises.",477,104
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_004,4.6,My whole family loves it. Very well made and durable.,355,112
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_002,2.1,Very disappointed. Broke after a week of use.,192,39
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_014,4.4,Five stars! This is exactly what I was looking for.,492,15
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_019,2.6,Average product. Meets basic expectations.,118,33
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_053,3.1,Neither great nor terrible. Just average.,382,21
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_075,4.6,Exceeded my expectations. Works perfectly and looks amazing.,201,9
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_076,3.4,Functional but could use some improvements.,66,7
ITEM_0054,Deluxe Puzzle One,High-quality toys product. The Deluxe Puzzle One offers excellent performance and reliability for everyday use.,Toys,user_038,4.9,My whole family loves it. Very well made and durable.,201,41
ITEM_0055,Digital Doll Lite,High-quality toys product. The Digital Doll Lite offers excellent performance and reliability for everyday use.,Toys,user_018,2.7,Average product. Meets basic expectations.,84,14
ITEM_0055,Digital Doll Lite,High-quality toys product. The Digital Doll Lite offers excellent performance and reliability for everyday use.,Toys,user_060,4.5,Great quality and super fast delivery. Highly recommend!,493,53
ITEM_0055,Digital Doll Lite,High-quality toys product. The Digital Doll Lite offers excellent performance and reliability for everyday use.,Toys,user_058,4.9,Outstanding value for the price. Would buy again.,46,5
ITEM_0055,Digital Doll Lite,High-quality toys product. The Digital Doll Lite offers excellent performance and reliability for everyday use.,Toys,user_088,4.0,Top notch quality. You won't be disappointed.,427,83
ITEM_0055,Digital Doll Lite,High-quality toys product. The Digital Doll Lite offers excellent performance and reliability for everyday use.,Toys,user_019,5.0,Five stars! This is exactly what I was looking for.,202,65
ITEM_0055,Digital Doll Lite,High-quality toys product. The Digital Doll Lite offers excellent performance and reliability for everyday use.,Toys,user_007,3.6,"It's fine. Standard product, standard experience.",89,0
ITEM_0055,Digital Doll Lite,High-quality toys product. The Digital Doll Lite offers excellent performance and reliability for everyday use.,Toys,user_052,1.1,Terrible experience. Customer service was unhelpful.,52,4
ITEM_0055,Digital Doll Lite,High-quality toys product. The Digital Doll Lite offers excellent performance and reliability for everyday use.,Toys,user_016,4.1,Five stars! This is exactly what I was looking for.,421,102
ITEM_0056,Classic Plush Toy Max,High-quality toys product. The Classic Plush Toy Max offers excellent performance and reliability for everyday use.,Toys,user_009,4.8,Sleek design and works flawlessly. Very impressed.,47,10
ITEM_0056,Classic Plush Toy Max,High-quality toys product. The Classic Plush Toy Max offers excellent performance and reliability for everyday use.,Toys,user_016,4.1,Sleek design and works flawlessly. Very impressed.,473,146
ITEM_0056,Classic Plush Toy Max,High-quality toys product. The Classic Plush Toy Max offers excellent performance and reliability for everyday use.,Toys,user_056,1.7,Returned immediately. Complete ripoff.,195,54
ITEM_0056,Classic Plush Toy Max,High-quality toys product. The Classic Plush Toy Max offers excellent performance and reliability for everyday use.,Toys,user_023,4.3,Exceeded my expectations. Works perfectly and looks amazing.,228,19
ITEM_0056,Classic Plush Toy Max,High-quality toys product. The Classic Plush Toy Max offers excellent performance and reliability for everyday use.,Toys,user_005,3.4,"Works as described. No complaints, no surprises.",255,52
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_018,4.2,Can't believe how good this is for the price. Amazing deal!,410,4
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_049,3.2,Neither great nor terrible. Just average.,400,124
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_045,1.5,Does not work as advertised. Very frustrating.,92,0
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_041,3.8,It's okay. Does the job but nothing special.,398,71
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_008,1.7,Horrible quality control. Mine had defects.,392,59
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_021,4.3,Five stars! This is exactly what I was looking for.,417,14
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_098,1.8,Terrible experience. Customer service was unhelpful.,408,99
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_046,1.2,Waste of money. Would not recommend to anyone.,303,40
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_095,3.5,It's okay. Does the job but nothing special.,180,60
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_073,3.7,"Works as described. No complaints, no surprises.",414,126
ITEM_0057,Ergonomic Planter Pro,Discover the Ergonomic Planter Pro — a premium garden product featuring cutting-edge technology and sleek design.,Garden,user_070,4.0,Sleek design and works flawlessly. Very impressed.,28,3
ITEM_0058,Advanced Thermometer 360,Upgrade your lifestyle with the Advanced Thermometer 360. Built for durability and engineered for superior health experience.,Health,user_043,2.1,Terrible experience. Customer service was unhelpful.,174,45
ITEM_0058,Advanced Thermometer 360,Upgrade your lifestyle with the Advanced Thermometer 360. Built for durability and engineered for superior health experience.,Health,user_023,1.1,Does not work as advertised. Very frustrating.,75,18
ITEM_0058,Advanced Thermometer 360,Upgrade your lifestyle with the Advanced Thermometer 360. Built for durability and engineered for superior health experience.,Health,user_091,2.2,Poor quality. Doesn't match the description at all.,440,93
ITEM_0058,Advanced Thermometer 360,Upgrade your lifestyle with the Advanced Thermometer 360. Built for durability and engineered for superior health experience.,Health,user_010,4.6,Perfect gift idea. The recipient was thrilled!,172,19
ITEM_0058,Advanced Thermometer 360,Upgrade your lifestyle with the Advanced Thermometer 360. Built for durability and engineered for superior health experience.,Health,user_042,4.7,Exceeded my expectations. Works perfectly and looks amazing.,223,62
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_076,1.4,Returned immediately. Complete ripoff.,352,37
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_017,4.9,Absolutely love this product! Best purchase I've made this year.,485,146
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_051,1.3,Very disappointed. Broke after a week of use.,162,51
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_079,4.1,Top notch quality. You won't be disappointed.,254,18
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_043,3.0,"Works as described. No complaints, no surprises.",163,10
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_082,2.2,Poor quality. Doesn't match the description at all.,343,81
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_094,1.0,Horrible quality control. Mine had defects.,107,15
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_089,4.8,Outstanding value for the price. Would buy again.,368,0
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_007,5.0,Perfect gift idea. The recipient was thrilled!,452,105
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_064,1.8,Does not work as advertised. Very frustrating.,51,15
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_074,2.7,"Works as described. No complaints, no surprises.",37,12
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_005,4.3,My whole family loves it. Very well made and durable.,53,2
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_044,4.2,Perfect gift idea. The recipient was thrilled!,38,8
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_012,4.9,Top notch quality. You won't be disappointed.,360,3
ITEM_0059,Pro Train Set One,The Pro Train Set One is a top-rated toys item designed for modern users who value quality and convenience.,Toys,user_056,1.9,Waste of money. Would not recommend to anyone.,222,20
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_090,3.4,"It's fine. Standard product, standard experience.",152,15
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_013,4.5,Top notch quality. You won't be disappointed.,251,19
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_007,4.1,Perfect gift idea. The recipient was thrilled!,421,122
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_026,4.2,Five stars! This is exactly what I was looking for.,149,5
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_061,2.1,Cheaply made and arrived damaged. Want a refund.,241,62
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_085,4.4,Can't believe how good this is for the price. Amazing deal!,189,48
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_048,4.3,Absolutely love this product! Best purchase I've made this year.,238,33
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_029,1.2,Very disappointed. Broke after a week of use.,356,85
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_013,4.8,My whole family loves it. Very well made and durable.,211,29
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_071,4.8,Perfect gift idea. The recipient was thrilled!,214,68
ITEM_0060,Smart Monitor Lite,The Smart Monitor Lite is a top-rated electronics item designed for modern users who value quality and convenience.,Electronics,user_088,1.8,Horrible quality control. Mine had defects.,120,30
ITEM_0061,Classic Jersey X,The Classic Jersey X is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_097,5.0,Exceeded my expectations. Works perfectly and looks amazing.,413,49
ITEM_0061,Classic Jersey X,The Classic Jersey X is a top-rated sports item designed for modern users who value quality and convenience.,Sports,user_017,5.0,Great quality and super fast delivery. Highly recommend!,222,25
